name,category,county,country,why_interesting,lat,lng,image_url,source_url,geocode_source,geocode_status,image_source,image_status
Palace of Charles of Lorraine,Palace,Royal Quarter / Mont des Arts,Belgium,"This elegant 18th-century residence belonged to Charles Alexander of Lorraine, popular governor of the Austrian Netherlands from 1744 to 1780.",50.842992,4.356971,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Brussels_Palace_of_Charles_of_Lorraine_02.jpg/3840px-Brussels_Palace_of_Charles_of_Lorraine_02.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.visit.brussels/en/visitors/venue-details.Palace-of-Charles-of-Lorraine.6884,nominatim,matched,wikipedia_search,found
Mont des Arts,Historic Site,Royal Quarter / Mont des Arts,Belgium,"First landscaped for the 1910 international exhibition and rebuilt in the 1950s, this cultural hill links medieval lower Brussels with the royal quarter.",50.844594,4.356856,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Mont_des_Arts%2C_Brussels%2C_Belgium.jpg/3840px-Mont_des_Arts%2C_Brussels%2C_Belgium.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.visit.brussels/en/visitors/what-to-do/must-see-attractions,nominatim,matched,wikipedia_search,found
Academy Palace,Palace,Royal Quarter / Mont des Arts,Belgium,"Built in 1823-1828 as a residence for the Prince of Orange, it has housed Belgium’s Royal Academies since 1876.",50.842049,4.36493,https://upload.wikimedia.org/wikipedia/commons/0/06/BEL_Brussels%2C_Rue_Ducale_001.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/fr/visiteurs/venue-details.Palais-des-Academies.231834,nominatim,matched,wikipedia_search,found
Palace of the Nation,Historic Building,Royal Quarter / Mont des Arts,Belgium,"Built in 1783 by Barnabé Guimard for the Council of Brabant, this neoclassical palace became the home of Belgium’s parliament after independence.",50.84692,4.364856,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Palais_de_la_Nation_%28DSC01812%29.jpg/3840px-Palais_de_la_Nation_%28DSC01812%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.visit.brussels/en/visitors/venue-details.Federal-parliament-Palace-of-the-Nation.243743,nominatim,matched,wikipedia_search,found
Brussels Park,Historic Park,Royal Quarter / Mont des Arts,Belgium,"Laid out in the late 18th century on the former ducal hunting park, it became a battleground during the Belgian Revolution of 1830.",50.844595,4.363653,https://upload.wikimedia.org/wikipedia/commons/e/eb/Pa_rc_de_Bruxelles_02.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/what-to-do/brussels-parks-and-forests,nominatim,matched,wikipedia_search,found
BOZAR / Centre for Fine Arts,Historic Building,Royal Quarter / Mont des Arts,Belgium,"Victor Horta designed this landmark arts centre between 1922 and 1929, adapting his modern architecture to a difficult sloping city-centre site.",50.8436,4.3654,,https://www.visit.brussels/en/visitors/what-to-do/art-deco-in-brussels-a-few-must-sees/cultural-temples,,no_match,,needs_review
Cathedral of St Michael and St Gudula,Cathedral,Cathedral / Freedom Quarter,Belgium,Construction began in 1226; its Brabant Gothic interior includes major 16th-century stained glass associated with Charles V and the Habsburg court.,50.847843,4.360061,https://upload.wikimedia.org/wikipedia/commons/2/2a/Saints-Michel-et-Gudule_Luc_Viatour.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/professionals/venue-details.Cathedrale-Saints-Michel-et-Gudule.478,nominatim,matched,wikipedia_search,found
Church of Our Lady of Finistere,Church,Cathedral / Freedom Quarter,Belgium,The present Baroque church dates from 1730 and contains a dramatic black carved pulpit of 1758 depicting the Fall of Man.,50.853056,4.355556,https://upload.wikimedia.org/wikipedia/commons/8/87/Eglise_Notre-Dame_du_Finist%C3%A8re.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/what-to-do/brussels-churches/hidden-gems,wikipedia_search,matched,wikipedia_search,found
Congress Column,Monument,Cathedral / Freedom Quarter,Belgium,"Erected in 1850-1859 to Joseph Poelaert’s design, the column honours Belgium’s 1831 constitution and is crowned by a statue of Leopold I.",50.85,4.363333,https://upload.wikimedia.org/wikipedia/commons/c/ca/Congress_Column%2C_Brussels_%28DSCF3585%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/what-to-do/the-best-views-in-brussels,wikipedia_search,matched,wikipedia_search,found
Cinquantenaire Park,Historic Park,European Quarter / Cinquantenaire,Belgium,"Created in 1880 for the 50th anniversary of Belgian independence, the park became Leopold II’s grand showcase of national ambition.",50.841037,4.393492,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Arco_del_Cincuentenario%2C_Bruselas%2C_B%C3%A9lgica%2C_2021-12-15%2C_DD_115-135_HDR_PAN.jpg/3840px-Arco_del_Cincuentenario%2C_Bruselas%2C_B%C3%A9lgica%2C_2021-12-15%2C_DD_115-135_HDR_PAN.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.visit.brussels/en/visitors/plan-your-trip/the-european-quarter-brussels-cosmopolitan-and-cultural-district/lifestyle-en-chill,nominatim,matched,wikipedia_search,found
Cinquantenaire Arch,Monument,European Quarter / Cinquantenaire,Belgium,"Completed in 1905 under Leopold II, Charles Girault’s monumental triumphal arch crowned the grand Cinquantenaire ensemble begun for Belgium’s 1880 jubilee.",50.840278,4.392778,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Arco_del_Cincuentenario%2C_Bruselas%2C_B%C3%A9lgica%2C_2021-12-15%2C_DD_136-138_HDR.jpg/3840px-Arco_del_Cincuentenario%2C_Bruselas%2C_B%C3%A9lgica%2C_2021-12-15%2C_DD_136-138_HDR.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.visit.brussels/en/visitors/plan-your-trip/brussels-museum-mile,wikipedia_search,matched,wikipedia_search,found
Art & History Museum,Museum,European Quarter / Cinquantenaire,Belgium,Belgium’s national antiquities collections trace their roots to 1835; the Cinquantenaire museum ranges from prehistory and Egypt to medieval tapestries.,50.839346,4.392077,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Park_of_the_Cinquantenaire_-_Royal_Museums_of_Art_and_History%2C_Brussels%2C_2010_%28HDR_2%29.jpg/3840px-Park_of_the_Cinquantenaire_-_Royal_Museums_of_Art_and_History%2C_Brussels%2C_2010_%28HDR_2%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.visit.brussels/en/visitors/plan-your-trip/brussels-museum-mile,nominatim,matched,wikipedia_search,found
Royal Museum of the Armed Forces and Military History,Museum,European Quarter / Cinquantenaire,Belgium,"Founded in 1910 and moved to the Cinquantenaire in 1923, it displays armour, aircraft and military history from medieval times onward.",50.841444,4.39406,https://upload.wikimedia.org/wikipedia/commons/6/62/Brussel_Legermuseum_R04.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/plan-your-trip/brussels-museum-mile,nominatim,matched,wikipedia_search,found
Autoworld,Museum,European Quarter / Cinquantenaire,Belgium,"Opened in 1986 inside a former 1880 exhibition hall, Autoworld showcases a major collection charting automotive design from the pioneering era onward.",50.839457,4.393554,https://upload.wikimedia.org/wikipedia/commons/c/c2/Blue_Boulevard_2.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/plan-your-trip/brussels-museum-mile,nominatim,matched,wikipedia_search,found
Leopold Park,Historic Park,European Quarter / Cinquantenaire,Belgium,"Created as a zoological garden in the 19th century, it later became a scientific campus and now forms a green heart of the European Quarter.",50.839988,4.380188,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Quartier_Europ%C3%A9en%2C_Bruxelles%2C_Belgium_-_panoramio_%288%29.jpg/3840px-Quartier_Europ%C3%A9en%2C_Bruxelles%2C_Belgium_-_panoramio_%288%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.visit.brussels/en/visitors/venue-details.Leopold-Park.261881,nominatim,matched,wikipedia_search,found
Solvay Library,Historic Building,European Quarter / Cinquantenaire,Belgium,"Built in 1902 as part of industrialist Ernest Solvay’s ambitious scientific campus, this richly decorated library remains a jewel of Leopold Park.",50.83857,4.37848,https://upload.wikimedia.org/wikipedia/commons/5/5c/B%C3%A2timent_Solvay_du_Lyc%C3%A9e_%C3%89mile_Jacqmain.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://www.visit.brussels/en/visitors/venue-details.Edificio-Solvay-Library.225074,,no_match,commons_geosearch,found
Wiertz Museum,Museum,European Quarter / Cinquantenaire,Belgium,Romantic painter Antoine Wiertz had this monumental studio built in 1850; after his death it became one of Belgium’s earliest artist museums.,50.837185,4.375694,https://upload.wikimedia.org/wikipedia/commons/d/d0/Mus%C3%A9e_Wiertz%2C_Bruxelles.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/venue-details.Museo-Wiertz-Museum.492,nominatim,matched,wikipedia_search,found
House of European History (Eastman Building),Museum,European Quarter / Cinquantenaire,Belgium,"The museum occupies Michel Polak’s 1930s Eastman Dental Institute, funded by Kodak founder George Eastman and repurposed for European history.",50.84,4.3785,https://upload.wikimedia.org/wikipedia/commons/e/ed/Bruxelles_-_Institut_Dentaire_George_Eastman_%2846495752844%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://www.visit.brussels/en/visitors/what-to-do/architecture-art-deco-brussels,,no_match,commons_geosearch,found
Hôtel van Eetvelde,Historic Building,European Quarter / Cinquantenaire,Belgium,Victor Horta designed this revolutionary Art Nouveau townhouse from 1895 for diplomat Edmond van Eetvelde; it is now UNESCO-listed.,50.847259,4.38054,https://upload.wikimedia.org/wikipedia/commons/1/17/Belgique_-_Bruxelles_-_H%C3%B4tel_Van_Eetvelde_-_01.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/what-to-do/unesco-heritage-in-brussels/world-heritage-list,nominatim,matched,wikipedia_search,found
Maison Saint-Cyr,Historic Building,European Quarter / Cinquantenaire,Belgium,"Built in 1901-1903 by Gustave Strauven for painter Georges de Saint-Cyr, its four-metre-wide façade is an exuberant Art Nouveau landmark.",50.847858,4.383924,https://upload.wikimedia.org/wikipedia/commons/0/0d/Maison_Saint-Cyr_%28DSCF7558%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/plan-your-trip/architecture-walks/art-nouveau-and-art-deco/etape-2,nominatim,matched,wikipedia_search,found
Horta Museum,Museum,Saint-Gilles,Belgium,Victor Horta built his own home and studio here in 1898-1901; the UNESCO-listed interior is one of the purest Art Nouveau experiences in Brussels.,50.824099,4.35538,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Hortamuseum.tif/lossy-page1-1920px-Hortamuseum.tif.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.visit.brussels/en/visitors/venue-details.Horta-Museum.241873,nominatim,matched,wikipedia_search,found
Saint-Gilles Town Hall,Historic Building,Saint-Gilles,Belgium,"Built in 1900-1904 by Albert Dumont, this neo-Renaissance town hall contains decoration by leading Belgian Symbolists including Fernand Khnopff.",50.824538,4.346219,https://upload.wikimedia.org/wikipedia/commons/f/f9/Saint-Gilles_-_L%27h%C3%B4tel_de_ville_%281%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://www.visit.brussels/en/visitors/plan-your-trip/architecture-walks/art-nouveau-and-art-deco/etape-2,nominatim,matched,commons_geosearch,found
Brasserie Verschueren,Historic Pub,Saint-Gilles,Belgium,"Founded in 1880 by Louis-François Verschueren, this classic neighbourhood café preserves old signage and generations of Saint-Gilles social history.",50.830206,4.344268,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Brasserie_Verschueren_SG.jpg/3840px-Brasserie_Verschueren_SG.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://verschu.be/histoire/,nominatim,matched,wikipedia_search_fr,found
Hôtel Solvay,Historic Building,Ixelles,Belgium,"Victor Horta designed this lavish UNESCO-listed townhouse for industrialist Armand Solvay between 1894 and 1903, with interiors conceived as a total work of art.",50.82637,4.365464,https://upload.wikimedia.org/wikipedia/commons/6/62/BE_Bruxelles_Horta_Solvay.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/what-to-do/unesco-heritage-in-brussels/world-heritage-list,nominatim,matched,wikipedia_search,found
Hôtel Tassel,Historic Building,Ixelles,Belgium,"Designed by Victor Horta for scientist Émile Tassel in 1893, this UNESCO-listed house is widely considered a foundational masterpiece of Art Nouveau.",50.827783,4.361983,https://upload.wikimedia.org/wikipedia/commons/3/34/Victor_Horta_Hotel_Tassel.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/venue-details.Tassel-House.242038,nominatim,matched,wikipedia_search,found
Maison Ciamberlani,Historic Building,Ixelles,Belgium,"Paul Hankar designed this dramatic 1897 townhouse for Symbolist painter Albert Ciamberlani, with an extraordinary façade dominated by sweeping sgraffito decoration.",50.8278,4.3597,https://upload.wikimedia.org/wikipedia/commons/4/42/H%C3%B4tel_Ciamberlani_%28DSCF7523%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://www.visit.brussels/en/visitors/plan-your-trip/architecture-walks/architecture-in-ixelles-a-church-and-other-prestigious-buildings,,no_match,commons_geosearch,found
Maison Hankar,Historic Building,Ixelles,Belgium,"Architect Paul Hankar built this as his own house in 1893, making it one of Brussels’ earliest and most personal Art Nouveau statements.",50.827283,4.357777,https://upload.wikimedia.org/wikipedia/commons/7/76/St-Gilles_%28Hankar%29_JPG01.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/what-to-do/10-must-visit-art-nouveau-houses-and-mansions-in-brussels,nominatim,matched,wikipedia_search_fr,found
Flagey Building,Historic Building,Ixelles,Belgium,Joseph Diongre built this streamlined Art Deco broadcasting headquarters in 1935-1938; its ship-like form earned it the nickname ‘the Packet Boat’.,50.826946,4.373074,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Ancien_Institut_national_de_Radiodiffusion_-_vue_d%27ensemble.JPG/3840px-Ancien_Institut_national_de_Radiodiffusion_-_vue_d%27ensemble.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.visit.brussels/en/visitors/what-to-do/architecture-art-deco-brussels,nominatim,matched,wikipedia_search,found
La Cambre Abbey,Abbey,Ixelles,Belgium,"Founded around 1201 for Cistercian nuns, this former abbey was rebuilt in the 17th and 18th centuries and retains tranquil historic gardens.",50.818533,4.374399,https://upload.wikimedia.org/wikipedia/commons/3/3b/Abb.de_la_Cambre%2C_palais_abbatial.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/plan-your-trip/architecture-walks/architecture-in-ixelles-a-church-and-other-prestigious-buildings,nominatim,matched,wikipedia_search,found
Saint Boniface Church,Church,Ixelles,Belgium,"Built in 1846-1849 by Joseph Jonas Dumont, this pioneering neo-Gothic church helped define the later Saint-Boniface neighbourhood of Ixelles.",50.8354,4.365678,,https://www.visit.brussels/en/visitors/plan-your-trip/architecture-walks/architecture-in-ixelles-a-church-and-other-prestigious-buildings,nominatim,matched,,coord_mismatch
Villa Empain / Boghossian Foundation,Historic Building,Ixelles,Belgium,Michel Polak designed this luxurious Art Deco villa in 1930 for 21-year-old Baron Louis Empain; today it hosts the Boghossian Foundation.,50.80746,4.3843,https://upload.wikimedia.org/wikipedia/commons/c/c0/Hall_de_la_Villa_Empain_-_avenue_Roosevelt_-_panoramio.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://www.visit.brussels/en/visitors/what-to-do/art-deco-in-brussels-a-few-must-sees,,no_match,commons_geosearch,found
Autrique House,Museum,Schaerbeek,Belgium,"Built in 1893 for engineer Eugène Autrique, this was Victor Horta’s first major townhouse and an important step toward mature Art Nouveau.",50.86325,4.373158,https://upload.wikimedia.org/wikipedia/commons/1/1b/Autrique_House_%281%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/professionals/venue-details.Autrique-House.241931,nominatim,matched,wikipedia_search,found
Schaerbeek Town Hall,Historic Building,Schaerbeek,Belgium,"Jules-Jacques van Ysendyck’s Flemish neo-Renaissance town hall opened in 1887; after a 1911 arson attack, his son Maurice rebuilt it.",50.867602,4.373665,https://upload.wikimedia.org/wikipedia/commons/e/ea/Bruxelles_-_Place_Colignon_-_Plaque_devise_de_Schaerbeek%2C_version_fran%C3%A7aise.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://www.visit.brussels/en/visitors/plan-your-trip/architecture-walks/architecture-in-schaerbeek,nominatim,matched,commons_geosearch,found
Maison des Arts de Schaerbeek,Historic Building,Schaerbeek,Belgium,"Built in 1826 for the Eenens family, this former private mansion became Schaerbeek’s Maison des Arts after the commune acquired it in 1950.",50.859637,4.370053,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/JP2017_196.jpg/3840px-JP2017_196.jpg?utm_source=fr.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.1030.be/fr/nieuws/la-maison-des-arts-200-ans-dhistoire-et-culture,nominatim,matched,wikipedia_search_fr,found
Schaerbeek Station / Train World,Museum,Schaerbeek,Belgium,The historic station complex developed from the late 19th century; since 2015 it has formed the atmospheric gateway to Belgium’s Train World museum.,50.8781,4.3794,https://upload.wikimedia.org/wikipedia/commons/0/0b/Royal_Train_-_Belgium_04.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://www.visit.brussels/en/visitors/plan-your-trip/architecture-walks/architecture-in-schaerbeek,,no_match,commons_geosearch,found
Atomium,Monument,Laeken / Heysel,Belgium,"Created for Expo 58 by engineer André Waterkeyn and architects André and Jean Polak, it represents an iron crystal enlarged 165 billion times.",50.894921,4.341377,https://upload.wikimedia.org/wikipedia/commons/e/e2/Blick_vom_Atomium_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://www.visit.brussels/en/visitors/plan-your-trip/architecture-walks-in-brussels/walk-3/etape-1,nominatim,matched,commons_geosearch,found
Royal Greenhouses of Laeken,Historic Building,Laeken / Heysel,Belgium,Alphonse Balat designed the first greenhouse in 1873 for Leopold II; the vast glass-and-iron complex was developed between 1874 and 1905.,50.888333,4.360278,https://upload.wikimedia.org/wikipedia/commons/e/e4/Laeken_Greenhouses.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/venue-details.Royal-Greenhouses-Laeken.235530,wikipedia_search,matched,wikipedia_search,found
Church of Our Lady of Laeken,Church,Laeken / Heysel,Belgium,"Commissioned by Leopold I after Queen Louise-Marie’s death in 1850, Joseph Poelaert’s neo-Gothic church was completed under Leopold II in 1909.",50.878901,4.355606,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/%C3%89glise_Notre-Dame_de_Laeken_%28DSCF1248-DSCF1251%29.jpg/3840px-%C3%89glise_Notre-Dame_de_Laeken_%28DSCF1248-DSCF1251%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.visit.brussels/en/visitors/what-to-do/brussels-churches/the-must-sees,nominatim,matched,wikipedia_search,found
Laeken Cemetery,Historic Site,Laeken / Heysel,Belgium,"Developed beside the royal church in the 19th century, Brussels’ grand cemetery contains monuments to architect Joseph Poelaert, Alphonse Balat and singer Maria Malibran.",50.879617,4.35317,https://upload.wikimedia.org/wikipedia/commons/1/1a/Cimeti%C3%A8re_de_Laeken_11.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/plan-your-trip/architecture-walks-in-brussels/walk-3/etape-1,nominatim,matched,wikipedia_search,found
Erasmus House,Museum,Anderlecht,Belgium,Humanist Desiderius Erasmus stayed in this early-16th-century house in 1521 while working on his influential edition of the New Testament.,50.836535,4.308209,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Maison_d%27%C3%89rasme.jpg/3840px-Maison_d%27%C3%89rasme.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.visit.brussels/en/visitors/plan-your-trip/architecture-walks/architecture-a-anderlecht,nominatim,matched,wikipedia_search,found
Anderlecht Beguinage,Historic Site,Anderlecht,Belgium,"Founded in 1252, this tiny beguinage survives as two historic wings around an enclosed garden and is among Belgium’s smallest.",50.837026,4.30617,https://upload.wikimedia.org/wikipedia/commons/8/81/Anderlecht_Beguinage_%283%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/like-a-local/culture/museum-pass/brussels-museums,nominatim,matched,wikipedia_search,found
Collegiate Church of Saints Peter and Guidon,Church,Anderlecht,Belgium,Its Romanesque origins reach the late 11th century; the later Gothic church grew around the cult and pilgrimage of local Saint Guidon.,50.83662,4.30624,https://upload.wikimedia.org/wikipedia/commons/8/89/Br%C3%BCssel_Anderlecht_Sts_Pierre_et_Guidon_Seitenschiff_links_201508.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://www.visit.brussels/en/visitors/plan-your-trip/architecture-walks/architecture-a-anderlecht,,no_match,commons_geosearch,found
Cantillon Brewery / Brussels Museum of the Gueuze,Historic Brewery,Anderlecht,Belgium,"Founded in 1900, this family brewery still makes lambic and gueuze by traditional spontaneous fermentation using historic brewing equipment.",50.8415,4.3358,https://upload.wikimedia.org/wikipedia/commons/a/a7/Anderlecht_-_Bar_de_la_brasserie_Cantillon_%28ao%C3%BBt_2022%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://www.visit.brussels/en/visitors/venue-details.Cantillon-Brewery-Brussels-Museum-of-the-Gueuze.235618,,no_match,commons_geosearch,found
La Fonderie / Brussels Museum of Industry and Labour,Museum,Molenbeek-Saint-Jean,Belgium,"The museum occupies the former Compagnie des Bronzes foundry, active from 1854 to 1979, preserving Brussels’ industrial and working-class heritage.",50.852778,4.335556,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/La_Fonderie_%281%29.jpg/3840px-La_Fonderie_%281%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.visit.brussels/fr/visiteurs/agenda/event-detail.Visite-guidee-de-La-Fonderie.5700008615,wikipedia_search,matched,wikipedia_search,found
"Church of Saint John the Baptist, Molenbeek",Church,Molenbeek-Saint-Jean,Belgium,"Joseph Diongre built this striking reinforced-concrete Art Deco church in 1932-1935, giving industrial Molenbeek one of Brussels’ boldest modern churches.",50.856884,4.339952,https://upload.wikimedia.org/wikipedia/commons/8/82/St_Jan_de_Doperkerk_in_Molenbeek.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,https://www.visit.brussels/en/visitors/what-to-do/brussels-churches/hidden-gems,nominatim,matched,wikipedia_search,found
National Basilica of the Sacred Heart,Basilica,Koekelberg / Ganshoren,Belgium,Leopold II laid the foundation stone in 1905; Albert Van Huffel’s vast Art Deco basilica evolved over decades and was completed in 1970.,50.86708,4.316937,https://upload.wikimedia.org/wikipedia/commons/e/e1/BasilicaSacredHeartInside1.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,https://www.visit.brussels/en/visitors/what-to-do/brussels-churches/the-must-sees,nominatim,matched,commons_geosearch,found
Van Buuren Museum and Gardens,Museum,Uccle,Belgium,"Built in 1928 for collectors David and Alice van Buuren, this Art Deco home preserves original interiors, paintings and celebrated landscaped gardens.",50.81005,4.35381,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Museum_van_Buuren_Brussels_Belgium.jpg/3840px-Museum_van_Buuren_Brussels_Belgium.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,https://www.visit.brussels/en/visitors/venue-details.Museo-y-jardines-de-David-y-Alice-Van-Buuren.5171,,no_match,wikipedia_search,found
